$RMCMD,PowerOffPi,*7C
$RMSTA,303094,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9708,*48
$RMSTA,302594,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9708,*43
$GNRMC,090721.00,A,4508.05175,N,00000.26585,E,0.075,,251020,,,A*66
$RMSTA,302085,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9793,*4B
$RMSTA,301585,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9793,*4D
$RMSTA,301085,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9886,*43
$RMSTA,300585,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9886,*47
$RMSTA,300085,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9726,*47
$RMSTA,299578,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9726,*41
$GNRMC,090718.00,A,4508.05176,N,00000.26603,E,0.099,,251020,,,A*60
$RMSTA,299078,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9993,*44
$RMSTA,298578,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9993,*40
$RMSTA,298076,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9792,*44
$RMSTA,297576,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9792,*4E
$RMSTA,297076,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9835,*49
$RMSTA,296574,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9835,*4F
$GNRMC,090715.00,A,4508.05169,N,00000.26608,E,0.199,,251020,,,A*69
$RMSTA,296074,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9728,*49
$RMSTA,295574,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9728,*4F
$RMSTA,295074,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9879,*41
$RMSTA,294574,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9879,*45
$RMSTA,294074,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9566,*43
$RMSTA,293574,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9566,*41
$GNRMC,090712.00,A,4508.05175,N,00000.26637,E,0.195,,251020,,,A*63
$RMSTA,293068,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9729,*40
$RMSTA,292568,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9729,*4B
$RMSTA,292065,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9879,*46
$RMSTA,291562,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9879,*47
$RMSTA,291059,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9555,*49
$RMSTA,290548,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9555,*4D
$GNRMC,090709.00,A,4508.05175,N,00000.26647,E,0.113,,251020,,,A*60
$RMSTA,290044,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9888,*49
$RMSTA,289544,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9888,*4B
$RMSTA,289040,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9909,*4D
$RMSTA,288537,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9909,*49
$RMSTA,288034,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9656,*4A
$RMSTA,287534,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9656,*40
$GNRMC,090706.00,A,4508.05174,N,00000.26633,E,0.072,,251020,,,A*6B
$RMSTA,287034,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9751,*43
$RMSTA,286528,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9751,*4A
$RMSTA,286028,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9828,*4E
$RMSTA,285523,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9828,*43
$RMSTA,285023,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9832,*4D
$RMSTA,284522,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9832,*48
$GNRMC,090703.00,A,4508.05168,N,00000.26615,E,0.030,,251020,,,A*61
$RMSTA,284021,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9920,*4C
$RMSTA,283519,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9920,*4A
$RMSTA,283019,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9801,*4D
$RMSTA,282516,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9801,*46
$RMSTA,282016,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9835,*44
$RMSTA,281516,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9835,*42
$GNRMC,090700.00,A,4508.05163,N,00000.26620,E,0.284,,251020,,,A*62
$RMSTA,281014,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9603,*41
$RMSTA,280506,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9603,*46
$RMSTA,280006,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9933,*4F
$RMSTA,279506,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9933,*4C
$RMSTA,279003,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9739,*48
$RMSTA,278503,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9739,*4C
$GNRMC,090657.00,A,4508.05155,N,00000.26582,E,0.106,,251020,,,A*66
$RMSTA,277984,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9808,*4D
$RMSTA,277482,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9808,*46
$RMSTA,276982,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9664,*41
$RMSTA,276482,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9664,*43
$RMSTA,275982,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9943,*47
$RMSTA,275478,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9943,*4F
$GNRMC,090654.00,A,4508.05153,N,00000.26588,E,0.130,,251020,,,A*6C
$RMSTA,274978,0,0,0,0,27.47,-2.74,0.07,-0.11,31.90,9870,*4D
$RMSTA,274476,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9870,*41
$RMSTA,273973,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9803,*4A
$RMSTA,273471,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9803,*45
$RMSTA,272971,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9748,*49
$RMSTA,272468,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9748,*4C
$GNRMC,090651.00,A,4508.05147,N,00000.26605,E,0.014,,251020,,,A*6D
$RMSTA,271968,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9694,*42
$RMSTA,271468,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9694,*4F
$RMSTA,270961,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9857,*4B
$RMSTA,270461,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9857,*46
$RMSTA,269959,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9624,*42
$RMSTA,269458,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9624,*4E
$GNRMC,090648.00,A,4508.05148,N,00000.26639,E,0.379,,251020,,,A*6D
$RMSTA,268958,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9782,*4F
$RMSTA,268456,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9782,*4C
$RMSTA,267956,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9924,*4C
$RMSTA,267454,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9924,*43
$RMSTA,266954,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9851,*4C
$RMSTA,266451,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9851,*44
$GNRMC,090645.00,A,4508.05159,N,00000.26675,E,0.059,,251020,,,A*69
$RMSTA,265951,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,6917,*46
$RMSTA,265447,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,6917,*4C
$RMSTA,264945,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9564,*45
$RMSTA,264428,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9564,*43
$RMSTA,263928,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9818,*4F
$RMSTA,263425,0,0,0,0,27.48,-2.74,0.07,-0.11,31.90,9818,*4F
$GNRMC,090642.00,A,4508.05171,N,00000.26701,E,0.027,,251020,,,A*6F
