$RMCMD,PowerOffPi,*7C
$RMSTA,485017,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9599,*63
$RMSTA,484518,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9599,*68
$RMSTA,484017,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9665,*62
$RMSTA,483517,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9665,*60
$RMSTA,483017,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9615,*62
$RMSTA,482516,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9615,*67
$RMSTA,482013,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9846,*6F
$RMSTA,481511,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9846,*6B
$RMSTA,481008,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9712,*68
$RMSTA,480508,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9712,*6C
$RMSTA,480008,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9728,*60
$RMSTA,479507,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9728,*6C
$RMSTA,479004,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9702,*62
$RMSTA,478500,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9702,*62
$RMSTA,477998,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9785,*6F
$RMSTA,477497,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9785,*6D
$RMSTA,476997,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9590,*67
$RMSTA,476498,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9590,*65
$RMSTA,475976,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9714,*65
$RMSTA,475476,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9714,*68
$RMSTA,474976,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9697,*6E
$RMSTA,474476,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9697,*63
$RMSTA,473976,0,0,0,0,27.34,0.52,0.06,-0.11,29.30,9671,*60
$RMSTA,473469,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9671,*62
$RMSTA,472966,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9658,*6A
$RMSTA,472464,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9658,*65
$RMSTA,471962,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9618,*69
$RMSTA,471462,0,0,0,0,27.35,0.52,0.06,-0.11,29.30,9618,*64
