$RMCMD,PowerOffPi,*7C
$RMSTA,83062,0,0,0,0,27.71,0.00,0.00,0.00,32.30,11240,*4F
$RMSTA,82553,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16075,*4A
$RMSTA,82053,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16075,*4F
$RMSTA,81551,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15984,*4F
$RMSTA,81051,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15984,*4A
$RMSTA,80549,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15984,*47
$RMSTA,80049,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15984,*42
$RMSTA,79546,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15951,*46
$RMSTA,79046,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15951,*43
$RMSTA,78544,0,0,0,0,27.71,0.00,0.00,0.00,32.30,13222,*4C
$RMSTA,78044,0,0,0,0,27.71,0.00,0.00,0.00,32.30,13222,*49
$RMSTA,77541,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15976,*4A
$RMSTA,77040,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15976,*4E
$RMSTA,76540,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15913,*49
$RMSTA,76039,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15913,*42
$RMSTA,75539,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16009,*45
$RMSTA,75040,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16009,*4E
$RMSTA,74539,0,0,0,0,27.72,0.00,0.00,0.00,32.30,15922,*44
$RMSTA,74039,0,0,0,0,27.71,0.00,0.00,0.00,32.30,15922,*42
$RMSTA,73539,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16010,*4B
$RMSTA,73033,0,0,0,0,27.71,0.00,0.00,0.00,32.30,16010,*44
$RMSTA,72531,0,0,0,0,27.72,0.00,0.00,0.00,32.30,14918,*42
$RMSTA,72031,0,0,0,0,27.72,0.00,0.00,0.00,32.30,14918,*47
$RMSTA,71529,0,0,0,0,27.72,0.00,0.00,0.00,32.30,16075,*48
$RMSTA,71029,0,0,0,0,27.72,0.00,0.00,0.00,32.30,16075,*4D
