$RMSTA,423216,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9913,*4B
$RMSTA,422708,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9913,*40
$RMSTA,422208,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9780,*41
$RMSTA,421708,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9780,*47
$GNRMC,082609.00,A,4508.05142,N,00000.26827,E,0.102,,251020,,,A*6E
$RMSTA,421208,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9994,*49
$RMSTA,420701,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9994,*44
$RMSTA,420201,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9655,*43
$RMSTA,419701,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9655,*4C
$RMSTA,419199,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,10024,*73
$RMSTA,418698,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,10024,*74
$GNRMC,082606.00,A,4508.05135,N,00000.26832,E,0.125,,251020,,,A*60
$RMSTA,418195,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9572,*40
$RMSTA,417693,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9572,*4E
$RMSTA,417193,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9711,*4E
$RMSTA,416689,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9711,*43
$RMSTA,416189,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9839,*41
$RMSTA,415682,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9839,*49
$GNRMC,082603.00,A,4508.05113,N,00000.26832,E,0.021,,251020,,,A*64
$RMSTA,415182,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9802,*46
$RMSTA,414682,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9802,*40
$RMSTA,414182,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9772,*4F
$RMSTA,413682,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9772,*4F
$RMSTA,413180,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9820,*42
$RMSTA,412679,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9820,*42
$GNRMC,082600.00,A,4508.05092,N,00000.26836,E,0.222,,251020,,,A*6A
$RMSTA,412179,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9793,*42
$RMSTA,411678,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9793,*47
$RMSTA,411176,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9813,*49
$RMSTA,410672,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9813,*4C
$RMSTA,410172,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9757,*43
$RMSTA,409663,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9757,*4C
$GNRMC,082557.00,A,4508.05075,N,00000.26836,E,0.217,,251020,,,A*64
$RMSTA,409163,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9190,*46
$RMSTA,408663,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9190,*47
$RMSTA,408163,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9412,*4F
$RMSTA,407651,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9412,*46
$RMSTA,407151,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9541,*46
$RMSTA,406634,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9541,*43
$GNRMC,082554.00,A,4508.05077,N,00000.26830,E,0.054,,251020,,,A*66
$RMSTA,406134,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9275,*44
$RMSTA,405627,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9275,*42
$RMSTA,405127,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9332,*47
$RMSTA,404627,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9332,*41
$RMSTA,404127,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9390,*4E
$RMSTA,403625,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9390,*4C
$GNRMC,082551.00,A,4508.05071,N,00000.26812,E,0.319,,251020,,,A*6F
$RMSTA,403122,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9660,*46
$RMSTA,402617,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9660,*46
$RMSTA,402117,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9367,*44
$RMSTA,401617,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9367,*47
$RMSTA,401117,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9566,*40
$RMSTA,400617,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9566,*46
$GNRMC,082548.00,A,4508.05113,N,00000.26785,E,0.012,,251020,,,A*6B
$RMSTA,400115,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9485,*4F
$RMSTA,399614,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9485,*49
$RMSTA,399114,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9780,*4F
$RMSTA,398613,0,0,0,0,27.83,-3.07,0.07,-0.11,32.50,9780,*4E
$RMSTA,398113,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9443,*42
$RMSTA,397612,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9443,*4B
$GNRMC,082545.00,A,4508.05137,N,00000.26772,E,0.116,,251020,,,A*6D
$RMSTA,397112,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9498,*4A
$RMSTA,396609,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9498,*46
$RMSTA,396109,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9545,*40
$RMSTA,395565,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9545,*4D
$RMSTA,395065,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9332,*4E
$RMSTA,394561,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9332,*4E
$GNRMC,082542.00,A,4508.05166,N,00000.26735,E,0.049,,251020,,,A*66
$RMSTA,394061,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9364,*48
$RMSTA,393558,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9364,*40
$RMSTA,393058,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9424,*46
$RMSTA,392558,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9424,*42
$RMSTA,392058,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9405,*44
$RMSTA,391558,0,0,0,0,27.84,-3.07,0.07,-0.11,32.50,9405,*42
$GNRMC,082539.00,A,4508.05188,N,00000.26705,E,0.146,,251020,,,A*67
