Time;chgVoltage;chgSense;batVoltage
17609.486;28.64;0.23;28.31
17615.487;28.64;0.23;28.3
17621.487;28.64;0.23;28.29
17627.487;28.65;0.23;28.3
17633.488;28.63;0.22;28.29
17639.488;28.63;0.22;28.3
17645.491;28.63;0.22;28.28
17651.495;28.63;0.23;28.29
17657.495;28.64;0.23;28.3
17663.495;28.63;0.23;28.3
17669.496;28.63;0.23;28.29
17675.501;28.63;0.22;28.29
17681.501;28.64;0.23;28.3
17687.501;28.63;0.22;28.3
17693.502;28.64;0.22;28.29
17699.502;28.63;0.22;28.29
17705.504;28.63;0.22;28.3
17711.509;28.63;0.22;28.31
17717.509;28.64;0.23;28.31
17723.509;28.64;0.23;28.31
17729.51;28.64;0.23;28.31
17735.51;28.63;0.22;28.3
17741.51;28.63;0.22;28.31
17747.51;28.64;0.22;28.3
17753.51;28.64;0.22;28.3
17759.512;28.64;0.22;28.3
17765.518;28.64;0.22;28.31
17771.522;28.64;0.23;28.31
17777.522;28.64;0.22;28.31
17783.524;28.63;0.22;28.29
17789.524;28.62;0.22;28.28
17795.526;28.63;0.22;28.29
17801.533;28.63;0.22;28.29
17807.533;28.63;0.22;28.3
17813.533;28.64;0.22;28.31
17819.537;28.64;0.22;28.3
17825.537;28.64;0.22;28.3
17831.537;28.65;0.22;28.3
17837.551;28.64;0.21;28.31
17843.552;28.64;0.22;28.29
17849.552;28.64;0.22;28.29
17855.552;28.64;0.22;28.3
17861.552;28.64;0.22;28.3
17867.552;28.63;0.22;28.29
17873.555;28.63;0.21;28.29
17879.556;28.64;0.21;28.29
17885.556;28.63;0.21;28.29
17891.556;28.64;0.21;28.29
17897.556;28.64;0.21;28.29
17903.558;28.64;0.22;28.29
17909.559;28.65;0.22;28.3
17915.567;28.63;0.22;28.3
17921.568;28.64;0.22;28.29
17927.574;28.63;0.22;28.3
17933.574;28.63;0.21;28.28
17939.574;28.64;0.21;28.29
17945.578;28.63;0.22;28.3
17951.578;28.64;0.22;28.29
17957.578;28.64;0.22;28.29
17963.579;28.64;0.22;28.29
17969.579;28.64;0.21;28.29
17975.579;28.64;0.21;28.3
17981.579;28.64;0.21;28.31
17987.579;28.64;0.21;28.3
