Time;chgVoltage;chgSense;batVoltage
12675.517;28.53;0.38;28.22
12681.522;28.54;0.38;28.2
12687.522;28.54;0.38;28.21
12693.522;28.54;0.38;28.19
12699.522;28.54;0.37;28.2
12705.522;28.53;0.38;28.2
12711.522;28.54;0.38;28.19
12717.529;28.54;0.38;28.2
12723.529;28.54;0.38;28.2
12729.529;28.54;0.38;28.2
12735.531;28.53;0.38;28.19
12741.539;28.53;0.37;28.19
12747.541;28.52;0.37;28.19
12753.541;28.53;0.37;28.2
12759.541;28.54;0.38;28.22
12765.541;28.54;0.37;28.21
12771.541;28.53;0.38;28.21
12777.546;28.54;0.38;28.22
12783.547;28.54;0.38;28.21
12789.547;28.54;0.38;28.21
12795.561;28.55;0.38;28.21
12801.561;28.55;0.38;28.21
12807.561;28.55;0.38;28.21
12813.561;28.54;0.38;28.2
12819.561;28.54;0.38;28.19
12825.573;28.55;0.38;28.21
12831.573;28.55;0.38;28.22
12837.573;28.55;0.38;28.21
12843.573;28.55;0.38;28.21
12849.573;28.55;0.38;28.21
12855.576;28.55;0.37;28.21
12861.583;28.53;0.37;28.21
12867.584;28.53;0.37;28.22
12873.584;28.54;0.37;28.22
12879.584;28.54;0.37;28.22
12885.587;28.53;0.37;28.21
12891.587;28.54;0.38;28.22
12897.6;28.55;0.38;28.22
12903.6;28.54;0.37;28.21
12909.6;28.54;0.37;28.21
12915.604;28.54;0.37;28.21
12921.606;28.54;0.38;28.21
12927.614;28.55;0.38;28.21
12933.616;28.54;0.38;28.21
12939.616;28.54;0.37;28.2
12945.626;28.55;0.37;28.2
12951.628;28.54;0.37;28.21
12957.628;28.54;0.37;28.22
12963.629;28.54;0.37;28.2
12969.636;28.54;0.37;28.2
12975.637;28.55;0.37;28.2
12981.646;28.55;0.37;28.21
12987.647;28.55;0.37;28.21
12993.647;28.54;0.36;28.22
12999.65;28.55;0.36;28.21
13005.653;28.54;0.37;28.22
13011.653;28.54;0.36;28.21
13017.653;28.55;0.36;28.22
13023.656;28.55;0.37;28.22
13029.664;28.56;0.37;28.22
13035.669;28.55;0.37;28.21
13041.673;28.55;0.36;28.2
13047.673;28.55;0.36;28.2
13053.673;28.54;0.36;28.2
13059.673;28.55;0.36;28.21
13065.673;28.55;0.36;28.22
13071.673;28.55;0.36;28.22
13077.673;28.56;0.36;28.22
13083.674;28.55;0.36;28.22
13089.674;28.55;0.36;28.22
13095.674;28.55;0.36;28.22
13101.675;28.55;0.36;28.21
13107.675;28.55;0.36;28.22
13113.675;28.55;0.36;28.22
13119.675;28.55;0.36;28.22
13125.686;28.54;0.36;28.2
13131.687;28.54;0.36;28.2
13137.687;28.54;0.36;28.2
13143.687;28.55;0.36;28.22
13149.687;28.54;0.36;28.21
13155.687;28.54;0.36;28.21
13161.69;28.54;0.36;28.22
13167.691;28.54;0.36;28.22
13173.691;28.55;0.36;28.22
13179.691;28.55;0.36;28.22
13185.693;28.55;0.36;28.2
13191.693;28.54;0.35;28.21
13197.693;28.55;0.35;28.2
13203.693;28.55;0.35;28.2
13209.693;28.55;0.36;28.2
13215.697;28.55;0.35;28.21
13221.698;28.56;0.35;28.22
13227.698;28.55;0.35;28.22
13233.698;28.55;0.35;28.21
13239.698;28.55;0.35;28.21
13245.709;28.55;0.35;28.21
13251.709;28.55;0.35;28.22
13257.715;28.55;0.35;28.22
13263.718;28.54;0.35;28.23
13269.724;28.56;0.35;28.22
13275.725;28.55;0.35;28.21
13281.725;28.54;0.34;28.22
13287.725;28.54;0.35;28.22
13293.725;28.54;0.35;28.22
13299.728;28.55;0.35;28.22
13305.732;28.56;0.35;28.22
13311.732;28.56;0.35;28.21
13317.732;28.55;0.35;28.21
13323.742;28.54;0.34;28.21
13329.742;28.55;0.35;28.22
13335.742;28.55;0.35;28.23
13341.742;28.57;0.35;28.24
13347.742;28.56;0.35;28.22
13353.743;28.56;0.34;28.22
13359.747;28.55;0.35;28.22
13365.748;28.55;0.34;28.2
13371.757;28.55;0.34;28.21
13377.76;28.54;0.35;28.21
13383.763;28.56;0.35;28.23
13389.763;28.56;0.35;28.22
13395.777;28.56;0.35;28.23
13401.777;28.55;0.34;28.22
13407.777;28.55;0.34;28.21
13413.777;28.56;0.34;28.21
13419.779;28.56;0.34;28.22
13425.779;28.57;0.34;28.23
13431.779;28.57;0.34;28.23
13437.779;28.57;0.34;28.24
13443.783;28.57;0.35;28.22
13449.784;28.55;0.34;28.22
13455.784;28.55;0.34;28.22
13461.784;28.55;0.34;28.23
13467.784;28.55;0.34;28.23
13474.053;28.55;0.34;28.23
13480.053;28.56;0.34;28.23
13486.055;28.57;0.34;28.23
13492.055;28.57;0.34;28.24
13498.055;28.56;0.34;28.23
13504.055;28.56;0.34;28.23
13510.055;28.57;0.34;28.23
13516.058;28.56;0.34;28.23
13522.065;28.56;0.35;28.23
13528.065;28.57;0.35;28.23
13534.068;28.56;0.34;28.23
13540.068;28.56;0.34;28.23
13546.081;28.56;0.34;28.23
13552.083;28.56;0.34;28.23
13558.083;28.55;0.34;28.22
13564.096;28.55;0.33;28.22
13570.096;28.56;0.33;28.22
13576.096;28.56;0.34;28.23
13582.096;28.56;0.34;28.22
13588.096;28.56;0.34;28.22
13594.096;28.55;0.33;28.22
13600.096;28.56;0.34;28.22
13606.108;28.57;0.34;28.22
13612.108;28.57;0.34;28.23
13618.108;28.57;0.34;28.23
13624.109;28.57;0.34;28.23
13630.109;28.56;0.33;28.23
13636.112;28.57;0.34;28.23
13642.113;28.57;0.34;28.22
13648.113;28.57;0.34;28.23
13654.124;28.57;0.34;28.23
13660.124;28.57;0.34;28.23
13666.124;28.57;0.34;28.24
13672.129;28.57;0.34;28.23
13678.129;28.57;0.33;28.23
13684.129;28.57;0.33;28.22
13690.129;28.57;0.33;28.22
13696.129;28.57;0.34;28.24
13702.133;28.56;0.33;28.23
13708.133;28.56;0.33;28.22
13714.133;28.56;0.33;28.22
13720.145;28.56;0.33;28.22
13726.145;28.57;0.33;28.22
13732.145;28.57;0.33;28.23
13738.15;28.56;0.33;28.22
13744.151;28.57;0.33;28.24
13750.15;28.58;0.34;28.23
13756.15;28.57;0.34;28.23
13762.15;28.57;0.33;28.23
13768.154;28.57;0.33;28.22
13774.154;28.57;0.33;28.23
13780.156;28.58;0.33;28.22
13786.156;28.57;0.33;28.22
13792.161;28.56;0.32;28.22
13798.162;28.56;0.32;28.22
13804.171;28.55;0.33;28.22
13810.171;28.57;0.33;28.23
13816.171;28.56;0.33;28.23
13822.173;28.56;0.33;28.23
13828.18;28.57;0.33;28.24
13834.192;28.57;0.33;28.24
13840.194;28.58;0.32;28.23
13846.194;28.57;0.32;28.24
13852.194;28.58;0.32;28.23
13858.197;28.58;0.33;28.23
13864.197;28.57;0.32;28.22
13870.198;28.57;0.32;28.23
13876.198;28.58;0.32;28.24
13882.198;28.58;0.32;28.23
13888.207;28.58;0.32;28.22
13894.207;28.58;0.33;28.24
13900.207;28.57;0.33;28.24
13906.218;28.57;0.32;28.21
13912.22;28.57;0.32;28.21
13918.228;28.58;0.32;28.24
13924.228;28.58;0.32;28.23
13930.228;28.58;0.32;28.23
13936.233;28.58;0.32;28.23
13942.235;28.57;0.31;28.23
13948.235;28.58;0.31;28.23
13954.235;28.57;0.32;28.24
13960.237;28.56;0.32;28.23
13966.244;28.57;0.32;28.22
13972.244;28.57;0.32;28.22
13978.254;28.57;0.32;28.22
13984.255;28.56;0.31;28.22
13990.255;28.57;0.31;28.22
13996.257;28.57;0.32;28.23
14002.264;28.58;0.32;28.23
14008.264;28.58;0.32;28.23
14014.264;28.58;0.32;28.23
14020.264;28.57;0.31;28.23
14026.266;28.56;0.31;28.22
14032.266;28.56;0.31;28.22
14038.268;28.57;0.31;28.23
14044.275;28.57;0.31;28.23
14050.275;28.58;0.31;28.23
14056.275;28.58;0.32;28.24
14062.275;28.57;0.31;28.23
14068.275;28.57;0.31;28.23
14074.275;28.57;0.31;28.23
14080.276;28.57;0.32;28.22
14086.276;28.57;0.32;28.23
14092.276;28.57;0.32;28.23
14098.276;28.56;0.32;28.23
14104.276;28.57;0.32;28.23
14110.276;28.57;0.32;28.24
14116.28;28.57;0.32;28.24
14122.282;28.57;0.32;28.25
14128.282;28.57;0.32;28.23
14134.282;28.57;0.31;28.23
14140.282;28.57;0.32;28.23
14146.288;28.57;0.32;28.23
14152.288;28.58;0.31;28.23
14158.291;28.58;0.31;28.22
14164.291;28.57;0.31;28.22
14170.291;28.58;0.31;28.22
14176.291;28.58;0.31;28.22
14182.291;28.58;0.31;28.23
14188.291;28.58;0.31;28.24
14194.294;28.57;0.31;28.23
14200.297;28.57;0.31;28.23
14206.297;28.58;0.31;28.24
14212.297;28.56;0.31;28.24
14218.297;28.56;0.31;28.25
14224.302;28.58;0.31;28.25
14230.303;28.58;0.31;28.25
14236.303;28.58;0.31;28.24
14242.303;28.58;0.31;28.23
14248.306;28.57;0.31;28.23
14254.306;28.56;0.31;28.24
14260.307;28.57;0.31;28.24
14266.306;28.57;0.31;28.24
14272.306;28.57;0.31;28.23
14278.313;28.58;0.31;28.24
14284.313;28.58;0.31;28.24
14290.313;28.57;0.3;28.22
14296.313;28.56;0.3;28.22
14302.316;28.57;0.3;28.23
14308.323;28.56;0.3;28.23
14314.323;28.57;0.3;28.24
14320.324;28.58;0.3;28.24
14326.324;28.58;0.31;28.24
14332.324;28.58;0.31;28.24
14338.325;28.59;0.31;28.26
14344.325;28.59;0.31;28.25
14350.328;28.59;0.31;28.25
14356.333;28.58;0.31;28.23
14362.338;28.57;0.3;28.23
14368.338;28.57;0.3;28.24
14374.34;28.58;0.31;28.24
14380.34;28.58;0.31;28.25
14386.342;28.58;0.31;28.25
14392.342;28.58;0.31;28.25
14398.354;28.58;0.31;28.25
14404.359;28.58;0.3;28.25
14410.359;28.58;0.3;28.24
14416.359;28.59;0.3;28.25
14422.36;28.58;0.31;28.25
14428.36;28.58;0.31;28.25
14434.37;28.58;0.31;28.24
14440.37;28.58;0.31;28.24
14446.37;28.58;0.3;28.23
14452.371;28.58;0.3;28.23
14458.371;28.58;0.31;28.24
14464.374;28.58;0.31;28.24
14470.374;28.59;0.31;28.25
14476.384;28.6;0.31;28.26
14482.384;28.59;0.31;28.24
14488.384;28.58;0.3;28.24
14494.384;28.57;0.3;28.24
14500.385;28.58;0.3;28.23
14506.385;28.58;0.3;28.23
14512.385;28.59;0.3;28.24
14518.385;28.59;0.3;28.24
14524.388;28.58;0.3;28.25
14530.394;28.59;0.3;28.25
14536.394;28.58;0.3;28.23
14542.394;28.58;0.3;28.24
14548.397;28.58;0.3;28.24
14554.397;28.59;0.3;28.24
14560.397;28.58;0.3;28.25
14566.4;28.58;0.3;28.23
14572.4;28.59;0.3;28.25
14578.403;28.59;0.3;28.25
14584.403;28.6;0.3;28.26
14590.404;28.6;0.3;28.27
14596.405;28.59;0.3;28.26
14602.408;28.57;0.3;28.25
14608.408;28.57;0.3;28.25
14614.411;28.59;0.3;28.24
14620.411;28.58;0.3;28.24
14626.411;28.59;0.3;28.24
14632.411;28.59;0.3;28.25
14638.411;28.59;0.3;28.25
14644.411;28.58;0.29;28.25
14650.413;28.58;0.29;28.24
14656.414;28.58;0.28;28.24
14662.414;28.58;0.29;28.24
14668.417;28.58;0.29;28.24
14674.417;28.58;0.29;28.24
14680.417;28.58;0.29;28.24
14686.417;28.59;0.29;28.25
14692.417;28.58;0.29;28.25
14698.431;28.58;0.29;28.24
14704.431;28.58;0.29;28.24
14710.431;28.58;0.29;28.24
14716.431;28.59;0.29;28.25
14722.431;28.58;0.29;28.25
14728.432;28.59;0.29;28.25
14734.432;28.59;0.29;28.24
14740.432;28.59;0.29;28.25
14746.434;28.6;0.29;28.26
14752.441;28.6;0.3;28.26
14758.441;28.6;0.3;28.26
14764.441;28.6;0.29;28.26
14770.443;28.59;0.29;28.25
14776.45;28.58;0.29;28.24
14782.451;28.59;0.29;28.25
14788.451;28.59;0.29;28.26
14794.451;28.59;0.29;28.25
14800.451;28.58;0.29;28.25
14806.451;28.58;0.28;28.24
14812.451;28.58;0.29;28.24
14818.451;28.59;0.29;28.25
14824.454;28.59;0.29;28.26
14830.461;28.6;0.29;28.25
14836.461;28.58;0.29;28.25
14842.461;28.58;0.29;28.25
14848.463;28.58;0.28;28.24
14854.464;28.59;0.28;28.25
14860.472;28.59;0.29;28.25
14866.475;28.59;0.29;28.25
14872.475;28.6;0.29;28.26
14878.476;28.59;0.29;28.26
14884.476;28.6;0.29;28.26
14890.476;28.6;0.29;28.27
14896.478;28.6;0.29;28.26
14902.478;28.59;0.29;28.25
14908.478;28.59;0.28;28.25
14914.492;28.59;0.28;28.25
14920.492;28.59;0.28;28.25
14926.492;28.59;0.29;28.26
14932.496;28.59;0.29;28.25
14938.497;28.59;0.28;28.24
14944.506;28.59;0.28;28.24
14950.508;28.58;0.28;28.24
14956.508;28.59;0.28;28.26
14962.508;28.59;0.28;28.25
14968.508;28.6;0.28;28.25
14974.508;28.59;0.28;28.24
14980.522;28.6;0.28;28.25
14986.522;28.59;0.29;28.25
14992.522;28.59;0.29;28.25
14998.522;28.6;0.29;28.26
15004.522;28.59;0.29;28.25
15010.526;28.58;0.28;28.24
15016.528;28.59;0.28;28.24
15022.528;28.6;0.28;28.26
15028.528;28.59;0.29;28.26
15034.528;28.6;0.29;28.26
15040.528;28.6;0.29;28.26
15046.528;28.6;0.29;28.26
15052.536;28.58;0.28;28.25
15058.536;28.58;0.28;28.25
15064.536;28.58;0.28;28.25
15070.541;28.58;0.28;28.26
15076.541;28.58;0.29;28.26
15082.541;28.59;0.28;28.25
15088.541;28.59;0.28;28.25
15094.547;28.59;0.28;28.26
15100.549;28.6;0.28;28.27
15106.549;28.6;0.29;28.27
15112.549;28.59;0.28;28.26
15118.549;28.59;0.28;28.25
15124.561;28.6;0.28;28.26
15130.561;28.59;0.28;28.26
15136.561;28.59;0.28;28.25
15142.561;28.61;0.28;28.26
15148.561;28.6;0.28;28.26
15154.562;28.61;0.28;28.26
15160.562;28.59;0.28;28.25
15166.562;28.59;0.28;28.25
15172.562;28.6;0.28;28.24
15178.562;28.6;0.28;28.24
15184.566;28.59;0.28;28.26
15190.569;28.6;0.28;28.26
15196.569;28.6;0.28;28.26
15202.569;28.61;0.28;28.26
15208.569;28.6;0.28;28.26
15214.569;28.59;0.28;28.24
15220.572;28.6;0.28;28.26
15226.572;28.61;0.28;28.26
15232.581;28.6;0.28;28.26
15238.586;28.6;0.28;28.25
15244.591;28.6;0.27;28.25
15250.596;28.6;0.27;28.26
15256.601;28.61;0.28;28.26
15262.605;28.61;0.28;28.26
15268.61;28.61;0.28;28.27
15274.61;28.61;0.28;28.28
15280.613;28.61;0.28;28.27
15286.621;28.61;0.28;28.27
15292.626;28.6;0.28;28.26
15298.631;28.59;0.28;28.24
15304.632;28.59;0.27;28.25
15310.637;28.6;0.27;28.26
15316.645;28.6;0.28;28.27
15322.65;28.6;0.28;28.27
15328.651;28.62;0.28;28.28
15334.652;28.61;0.28;28.28
15340.652;28.62;0.28;28.29
15346.654;28.61;0.28;28.27
15352.654;28.61;0.28;28.27
15358.655;28.61;0.28;28.26
15364.655;28.6;0.28;28.26
15370.655;28.6;0.28;28.26
15376.66;28.6;0.27;28.26
15382.665;28.6;0.27;28.26
15388.67;28.6;0.27;28.26
15394.67;28.6;0.27;28.26
15400.671;28.61;0.28;28.26
15406.671;28.61;0.28;28.26
15412.671;28.61;0.28;28.27
15418.671;28.61;0.28;28.27
15424.672;28.62;0.28;28.27
15430.672;28.61;0.28;28.26
15436.673;28.61;0.28;28.27
15442.673;28.61;0.28;28.27
15448.674;28.62;0.28;28.27
15454.676;28.61;0.28;28.26
15460.681;28.61;0.28;28.26
15466.686;28.6;0.28;28.27
15472.691;28.6;0.28;28.27
15478.691;28.6;0.28;28.27
15484.691;28.61;0.28;28.28
15490.692;28.6;0.27;28.27
15496.692;28.6;0.27;28.26
15502.695;28.61;0.27;28.26
15508.699;28.6;0.27;28.27
15514.699;28.61;0.27;28.26
15520.699;28.62;0.27;28.27
15526.699;28.61;0.28;28.27
15532.699;28.61;0.28;28.27
15538.7;28.61;0.28;28.27
15544.7;28.61;0.28;28.27
15550.7;28.61;0.27;28.27
15556.705;28.6;0.27;28.28
15562.709;28.6;0.27;28.27
15568.714;28.6;0.27;28.26
15574.726;28.61;0.26;28.25
15580.731;28.61;0.27;28.27
15586.735;28.61;0.27;28.26
15592.74;28.61;0.27;28.27
15598.745;28.62;0.27;28.27
15604.75;28.62;0.27;28.29
15610.755;28.62;0.27;28.29
15616.759;28.61;0.27;28.27
15622.764;28.61;0.28;28.27
15628.769;28.61;0.27;28.27
15634.772;28.61;0.27;28.27
15640.772;28.6;0.27;28.27
15646.772;28.6;0.27;28.27
15652.773;28.6;0.26;28.26
15658.773;28.6;0.26;28.26
15664.774;28.61;0.27;28.27
15670.774;28.6;0.27;28.27
15676.774;28.61;0.27;28.27
15682.779;28.62;0.27;28.28
15688.784;28.62;0.27;28.29
15694.785;28.61;0.27;28.28
15700.79;28.6;0.26;28.28
15706.791;28.6;0.27;28.26
15712.796;28.62;0.27;28.27
15718.796;28.62;0.27;28.27
15724.798;28.62;0.27;28.28
15730.798;28.62;0.27;28.27
15736.8;28.62;0.27;28.28
15742.805;28.62;0.26;28.28
15748.805;28.61;0.26;28.27
15754.805;28.61;0.27;28.27
15760.805;28.6;0.27;28.27
15766.805;28.6;0.26;28.26
15772.805;28.6;0.26;28.25
15778.808;28.6;0.26;28.26
15784.814;28.61;0.26;28.26
15790.818;28.61;0.26;28.26
15796.823;28.63;0.27;28.27
15802.823;28.62;0.27;28.28
15808.823;28.62;0.27;28.28
15814.823;28.61;0.26;28.28
15820.825;28.61;0.27;28.29
15826.825;28.61;0.26;28.28
15832.825;28.61;0.27;28.28
15838.825;28.61;0.26;28.27
15844.828;28.61;0.26;28.26
15850.828;28.6;0.26;28.26
15856.828;28.61;0.26;28.26
15862.828;28.61;0.26;28.27
15868.828;28.61;0.26;28.27
15874.828;28.61;0.26;28.28
15880.828;28.62;0.27;28.27
15886.828;28.62;0.27;28.27
15892.828;28.61;0.27;28.27
15898.834;28.62;0.27;28.28
15904.843;28.61;0.26;28.28
15910.847;28.62;0.26;28.28
15916.848;28.62;0.26;28.26
15922.848;28.63;0.26;28.27
15928.85;28.62;0.26;28.28
15934.853;28.62;0.26;28.27
15940.853;28.62;0.26;28.27
15946.853;28.61;0.26;28.27
15952.853;28.63;0.26;28.29
15958.853;28.62;0.26;28.28
15964.856;28.61;0.26;28.28
15970.856;28.61;0.26;28.27
15976.866;28.63;0.26;28.28
15982.866;28.63;0.26;28.29
15988.866;28.63;0.26;28.28
15994.867;28.63;0.26;28.28
16000.867;28.62;0.26;28.28
16006.877;28.61;0.26;28.28
16012.877;28.61;0.26;28.27
16018.877;28.61;0.26;28.27
16024.878;28.62;0.26;28.27
16030.878;28.61;0.26;28.27
16036.878;28.62;0.26;28.27
16042.885;28.61;0.26;28.27
16048.89;28.61;0.26;28.26
16054.89;28.6;0.25;28.26
16060.89;28.61;0.25;28.27
16066.901;28.62;0.26;28.27
16072.901;28.62;0.26;28.27
16078.901;28.63;0.26;28.28
16084.901;28.64;0.26;28.29
16090.901;28.63;0.26;28.29
16096.904;28.62;0.26;28.29
16102.904;28.62;0.25;28.29
16108.914;28.61;0.25;28.28
16114.914;28.61;0.25;28.28
16120.914;28.61;0.26;28.28
16126.914;28.61;0.26;28.28
16132.914;28.62;0.26;28.28
16138.925;28.61;0.26;28.27
16144.925;28.61;0.25;28.27
16150.925;28.62;0.25;28.27
16156.925;28.63;0.26;28.29
16162.925;28.63;0.26;28.28
16168.927;28.62;0.26;28.28
16174.928;28.62;0.26;28.27
16180.928;28.62;0.26;28.28
16186.93;28.62;0.26;28.28
16192.93;28.61;0.26;28.28
16198.93;28.6;0.25;28.27
16204.931;28.6;0.25;28.27
16210.931;28.61;0.25;28.27
16216.933;28.61;0.26;28.27
16222.938;28.62;0.26;28.28
16228.943;28.62;0.25;28.29
16234.943;28.62;0.26;28.28
16240.945;28.61;0.25;28.27
16246.945;28.62;0.25;28.27
16252.947;28.62;0.25;28.27
16258.947;28.63;0.25;28.27
16264.958;28.63;0.25;28.28
16270.963;28.62;0.25;28.28
16276.968;28.62;0.25;28.29
16282.968;28.62;0.25;28.29
16288.968;28.62;0.25;28.28
16294.979;28.61;0.25;28.28
16300.984;28.61;0.25;28.28
16306.984;28.62;0.25;28.27
16312.984;28.61;0.25;28.29
16318.986;28.63;0.25;28.28
16324.985;28.63;0.25;28.29
16330.987;28.62;0.25;28.28
16336.987;28.63;0.25;28.29
16342.987;28.62;0.25;28.28
16348.988;28.62;0.25;28.28
16354.988;28.62;0.25;28.28
16360.988;28.62;0.25;28.27
16366.992;28.62;0.25;28.28
16372.992;28.61;0.25;28.28
16378.992;28.61;0.25;28.29
16384.994;28.62;0.25;28.28
16390.994;28.63;0.25;28.28
16396.996;28.62;0.25;28.27
16402.996;28.6;0.25;28.27
16408.996;28.61;0.25;28.28
16414.996;28.62;0.25;28.28
16420.996;28.62;0.25;28.29
16426.997;28.62;0.25;28.27
16433.001;28.62;0.25;28.27
16439.006;28.62;0.25;28.28
16445.006;28.62;0.25;28.28
16451.006;28.62;0.25;28.27
16457.006;28.63;0.25;28.26
16463.006;28.63;0.24;28.27
16469.009;28.61;0.24;28.27
16475.009;28.62;0.25;28.27
16481.012;28.63;0.25;28.28
16487.012;28.63;0.25;28.28
16493.013;28.63;0.25;28.29
16499.013;28.63;0.25;28.29
16505.015;28.63;0.25;28.28
16511.02;28.64;0.25;28.28
16517.02;28.63;0.25;28.28
16523.023;28.61;0.25;28.27
16529.023;28.61;0.24;28.27
16535.025;28.6;0.24;28.27
16541.03;28.62;0.25;28.28
16547.035;28.62;0.25;28.28
16553.04;28.63;0.25;28.28
16559.044;28.63;0.25;28.3
16565.049;28.63;0.25;28.3
16571.054;28.63;0.25;28.28
16577.058;28.63;0.25;28.28
16583.063;28.61;0.25;28.27
16589.068;28.62;0.24;28.27
16595.068;28.62;0.24;28.26
16601.071;28.62;0.24;28.27
16607.071;28.62;0.25;28.27
16613.072;28.62;0.25;28.28
16619.072;28.63;0.25;28.28
16625.073;28.62;0.25;28.29
16631.073;28.64;0.25;28.29
16637.073;28.63;0.25;28.29
16643.077;28.63;0.25;28.29
16649.082;28.63;0.25;28.3
16655.084;28.62;0.25;28.28
16661.084;28.62;0.24;28.28
16667.087;28.62;0.24;28.27
16673.087;28.61;0.24;28.27
16679.088;28.62;0.24;28.29
16685.088;28.62;0.24;28.28
16691.089;28.63;0.25;28.27
16697.089;28.63;0.25;28.28
16703.089;28.63;0.25;28.28
16709.089;28.63;0.25;28.29
16715.089;28.62;0.24;28.28
16721.092;28.62;0.24;28.28
16727.092;28.63;0.24;28.29
16733.092;28.63;0.24;28.28
16739.092;28.63;0.24;28.29
16745.092;28.63;0.25;28.29
16751.093;28.63;0.25;28.29
16757.093;28.62;0.25;28.29
16763.094;28.63;0.25;28.29
16769.094;28.63;0.25;28.29
16775.094;28.62;0.24;28.28
16781.096;28.62;0.24;28.29
16787.101;28.62;0.24;28.29
16793.106;28.63;0.24;28.28
16799.11;28.63;0.24;28.28
16805.115;28.63;0.24;28.28
16811.12;28.62;0.24;28.28
16817.124;28.63;0.24;28.28
16823.129;28.63;0.24;28.28
16829.134;28.63;0.24;28.27
16835.145;28.62;0.24;28.26
16841.15;28.62;0.24;28.27
16847.155;28.62;0.24;28.28
16853.16;28.61;0.24;28.28
16859.164;28.62;0.23;28.27
16865.169;28.62;0.23;28.28
16871.174;28.62;0.23;28.28
16877.178;28.62;0.24;28.3
16883.183;28.62;0.24;28.3
16889.188;28.63;0.24;28.31
16895.188;28.63;0.24;28.3
16901.19;28.62;0.24;28.29
16907.19;28.63;0.24;28.3
16913.19;28.63;0.24;28.29
16919.19;28.63;0.24;28.28
16925.191;28.62;0.24;28.28
16931.191;28.63;0.24;28.28
16937.192;28.63;0.23;28.28
16943.192;28.63;0.24;28.28
16949.192;28.64;0.23;28.28
16955.192;28.62;0.24;28.28
16961.195;28.63;0.24;28.29
16967.195;28.63;0.24;28.29
16973.197;28.62;0.24;28.28
16979.202;28.62;0.23;28.28
16985.207;28.63;0.24;28.29
16991.211;28.62;0.24;28.29
16997.216;28.63;0.24;28.3
17003.216;28.64;0.24;28.3
17009.216;28.63;0.24;28.3
17015.216;28.63;0.24;28.29
17021.218;28.62;0.24;28.28
17027.218;28.62;0.24;28.28
17033.218;28.62;0.23;28.27
17039.218;28.63;0.23;28.27
17045.219;28.63;0.23;28.27
17051.219;28.62;0.23;28.29
17057.219;28.63;0.23;28.28
17063.219;28.63;0.24;28.29
17069.219;28.63;0.24;28.29
17075.231;28.64;0.24;28.3
17081.236;28.64;0.24;28.29
17087.24;28.63;0.24;28.29
17093.246;28.64;0.24;28.3
17099.25;28.63;0.24;28.28
17105.254;28.64;0.24;28.29
17111.259;28.63;0.23;28.29
17117.264;28.62;0.23;28.28
17123.268;28.62;0.23;28.27
17129.273;28.63;0.23;28.27
17135.275;28.62;0.23;28.27
17141.274;28.63;0.23;28.28
17147.274;28.64;0.23;28.29
17153.279;28.64;0.24;28.29
17159.284;28.64;0.24;28.3
17165.288;28.64;0.24;28.3
17171.293;28.64;0.24;28.29
17177.298;28.64;0.24;28.3
17183.302;28.64;0.24;28.3
17189.307;28.64;0.24;28.29
17195.307;28.64;0.24;28.29
17201.31;28.64;0.24;28.29
17207.31;28.64;0.24;28.3
17213.312;28.64;0.24;28.29
17219.317;28.63;0.24;28.28
17225.318;28.63;0.24;28.28
17231.321;28.63;0.23;28.28
17237.321;28.62;0.23;28.27
17243.323;28.63;0.23;28.28
17249.323;28.63;0.23;28.28
17255.333;28.63;0.23;28.29
17261.338;28.64;0.23;28.28
17267.343;28.64;0.23;28.29
17273.347;28.64;0.23;28.28
17279.352;28.64;0.23;28.29
17285.357;28.64;0.23;28.29
17291.361;28.64;0.23;28.3
17297.366;28.63;0.23;28.29
17303.371;28.63;0.23;28.29
17309.375;28.63;0.23;28.29
17315.388;28.63;0.23;28.28
17321.393;28.64;0.23;28.28
17327.397;28.63;0.23;28.29
17333.402;28.63;0.23;28.29
17339.407;28.64;0.23;28.31
17345.411;28.64;0.23;28.3
17351.416;28.64;0.23;28.3
17357.421;28.63;0.23;28.3
17363.426;28.64;0.23;28.3
17369.43;28.64;0.23;28.3
17375.43;28.64;0.23;28.3
17381.43;28.64;0.23;28.3
17387.43;28.62;0.23;28.29
17393.43;28.63;0.23;28.3
17399.431;28.62;0.22;28.3
17405.431;28.63;0.22;28.29
17411.431;28.63;0.23;28.29
17417.435;28.64;0.23;28.3
17423.44;28.64;0.23;28.31
17429.445;28.64;0.23;28.31
17435.446;28.64;0.23;28.31
17441.446;28.64;0.23;28.29
17447.446;28.65;0.23;28.3
17453.447;28.65;0.23;28.3
17459.447;28.65;0.23;28.29
17465.449;28.65;0.23;28.3
17471.454;28.65;0.23;28.31
17477.459;28.64;0.23;28.3
17483.464;28.63;0.23;28.3
17489.464;28.63;0.23;28.28
17495.464;28.63;0.23;28.28
17501.465;28.64;0.23;28.28
17507.465;28.64;0.23;28.29
17513.465;28.65;0.23;28.3
17519.466;28.65;0.23;28.3
17525.466;28.64;0.23;28.3
17531.468;28.63;0.22;28.28
17537.473;28.64;0.22;28.29
17543.473;28.64;0.23;28.29
17549.473;28.64;0.23;28.29
17555.473;28.63;0.23;28.29
17561.475;28.64;0.23;28.31
17567.475;28.65;0.23;28.3
17573.478;28.63;0.23;28.3
17579.482;28.64;0.23;28.31
17585.482;28.64;0.22;28.3
17591.482;28.63;0.22;28.3
17597.483;28.64;0.22;28.3
17603.483;28.63;0.22;28.3
